what,kind,bundleId,bundleVersion,description,time
opened,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1539082185974
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1539082186020
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.views.showView",1539082186020
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1539082199608
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1539082208516
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1539082210388
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.properties",1539082210403
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1539082215193
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1539082218718
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1539082237282
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1539082246580
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1539082390224
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1539082396418
error,log,,,"Internal Error",1539082398929
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1539082421097
executed,command,org.eclipse.jdt.debug.ui,3.6.1.v20111006_r372,"org.eclipse.jdt.debug.ui.localJavaShortcut.run",1539082427789
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1539082434140
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1539082434140
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1539082435949
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1539082476832
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1539082487658
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1539082503445
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1539082504802
executed,command,org.eclipse.jdt.debug.ui,3.6.1.v20111006_r372,"org.eclipse.jdt.debug.ui.localJavaShortcut.run",1539082509529
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1539082514569
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1539082514584
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1539082516472
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1539082529188
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1539082547863
executed,command,org.eclipse.jdt.debug.ui,3.6.1.v20111006_r372,"org.eclipse.jdt.debug.ui.localJavaShortcut.run",1539082552949
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1539082559689
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1539082559689
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1539082561483
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1539082636073
